 6,2.31226
 14,2.79013
 20,0.158055
 36,2.31708
 38,0.000369562
 53,2.31291
 62,0.119233
 67,3.37546e-06
 72,0.0154408
 75,2.56249
 83,0.797501
 95,2.31232
 141,0.162729
 159,0.163184
 163,2.31291
 201,0.147737
 213,0.263437
 217,2.31291
 221,2.38249
 223,2.79026
 237,2.31605
 281,0.0354964
 289,2.31291
 304,0.0047938
 333,2.49563
 337,0.0803568
 384,2.79012
 385,0.0279181
 387,2.79012
 388,2.37958
 390,0.112342
 428,0.10045
 442,2.31856
 485,2.31291
 508,0.00553296
 536,2.3132
 563,2.31299
 585,2.31357
 623,2.31217
 631,0.115563
 676,2.64016
 683,0.0264989
 713,6.16308e-05
 722,0.170848
 734,2.79012
 736,2.31291
 749,1.55668e-06
 757,0.0196826
 759,2.31291
 799,2.31787
 823,0.148941
 856,0.0383349
 867,0.00724783
 894,0.154151
 914,0.473688
 916,0.172573
 925,2.31298
 929,2.32241
 930,0.0353197
 940,0.0245681
 944,0.00133788
 953,0.00476317
 955,2.31292
 960,0.242216
 966,2.31291
 975,0.0386001
 980,2.31291
 1016,0.0174427
 1032,0.275928
 1059,0.0156388
 1061,0.0304588
 1065,0.116262
 1075,2.31705
 1085,5.44429e-06
 1103,0.107442
 1120,2.31291
 1127,2.31572
 1129,1.91718e-05
 1133,0.0180199
 1135,1.95957e-06
 1174,0.198767
 1177,0.00789618
 1196,0.0337528
 1207,0.127946
 1209,0.0261567
 1227,2.31291
 1230,2.55363
 1232,2.3147
 1255,2.31296
 1263,2.79012
 1274,0.0344762
 1275,2.3129
 1283,2.31291
 1293,0.280239
 1314,0.000407629
 1338,2.48206
 1356,0.0730392
 1414,0.0529468
 1461,0.118113
 1471,2.52155
 1473,0.0342367
 1484,2.31291
 1514,0.255546
 1541,0.0133524
 1543,2.3139
 1554,0.126163
 1565,0.0081156
 1598,0.0266397
 1606,0.158748
 1620,2.31165
 1625,2.31486
 1644,2.31291
 1654,2.31294
 1676,0.34537
 1679,0.384914
 1710,0.0432517
 1721,0.000842662
 1725,2.3128
 1735,2.31296
 1737,0.752404
 1744,0.12912
 1747,1.59434e-05
 1751,0.0705952
 1762,0.180157
 1763,2.31291
 1769,2.59926
 1776,2.31094
 1784,0.00142317
 1835,0.0537515
 1841,0.137397
 1873,0.0986804
 1875,0.108358
 1886,2.31291
 1901,2.56371
 1911,2.79012
 1914,0.000246452
 1955,0.0760775
 1964,2.31153
 1971,0.0133847
 1993,2.31652
 2004,0.653326
