0.025,389.362
0.075,403.872
0.125,497.832
0.175,542.286
0.225,475.089
0.275,434.624
0.325,454.906
0.375,593.478
0.425,547.126
0.475,528.644
0.525,394.495
0.575,437.973
0.625,403.863
0.675,403.461
0.725,419.732
0.775,537.659
0.825,479.727
0.875,451.898
0.925,481.549
0.975,425.118
1.025,427.042
1.075,465.636
1.125,484.461
1.175,486.197
1.225,471.931
1.275,449.297
1.325,533.014
1.375,640.804
1.425,502.928
1.475,494.369
1.525,603.789
1.575,550.901
1.625,629.64
1.675,657.155
1.725,541.618
1.775,547.195
1.825,469.095
1.875,551.224
1.925,603.725
1.975,560.32
2.025,502.71
2.075,601.672
2.125,540.666
2.175,620.858
2.225,593.524
2.275,612.417
2.325,623.425
2.375,622.16
2.425,742.648
2.475,691.299
2.525,670.807
2.575,621.303
2.625,681.703
2.675,781.221
2.725,643.92
2.775,703.845
2.825,769.997
2.875,639.596
2.925,724.954
2.975,682.509
3.025,646.138
3.075,701.379
3.125,749.597
3.175,883.064
3.225,733.878
3.275,770.162
3.325,797.256
3.375,702.689
3.425,770.073
3.475,828.132
3.525,890.61
3.575,794.552
3.625,798.138
3.675,883.968
3.725,946.35
3.775,951.115
3.825,982.786
3.875,1073.61
3.925,1033.59
3.975,1022.71
4.025,1144.61
4.075,1275.6
4.125,1312.79
4.175,1215.18
4.225,1476.41
4.275,1531.57
4.325,1692
4.375,1691.51
4.425,2008.57
4.475,2323.69
4.525,3072.88
4.575,5748.17

