0.025,843.999
0.075,668.578
0.125,797.652
0.175,670.221
0.225,770.971
0.275,815.658
0.325,768.761
0.375,671.61
0.425,964.608
0.475,719.876
0.525,658.178
0.575,824.267
0.625,804.671
0.675,990.143
0.725,870.106
0.775,977.814
0.825,844.372
0.875,921.134
0.925,986.393
0.975,979.337
1.025,1011.25
1.075,1020.56
1.125,1062.4
1.175,1163.98
1.225,1219.47
1.275,1168.42
1.325,1308.2
1.375,1268.14
1.425,1493.46
1.475,1498.54
1.525,1784.44
1.575,1893.41
1.625,2233.96
1.675,2712.18
1.725,4192.15
1.775,2571.55

