0.025,586.344
0.075,699.719
0.125,791.789
0.175,499.252
0.225,564.431
0.275,526.635
0.325,527.802
0.375,547.51
0.425,664.787
0.475,609.932
0.525,593.754
0.575,634.768
0.625,567.296
0.675,570.249
0.725,620.101
0.775,649.483
0.825,652.75
0.875,640.51
0.925,619.984
0.975,723.205
1.025,822.674
1.075,715.462
1.125,701.214
1.175,812.793
1.225,787.288
1.275,849.838
1.325,911.418
1.375,886.321
1.425,840.476
1.475,793.511
1.525,884.614
1.575,827.728
1.625,905.205
1.675,1066.92
1.725,955.255
1.775,1041.7
1.825,993.835
1.875,988.206
1.925,1131.69
1.975,1189.98
2.025,1242.25
2.075,1257.07
2.125,1220.67
2.175,1401.54
2.225,1388.47
2.275,1479.19
2.325,1729.8
2.375,1919.23
2.425,2045.22
2.475,2482.97
2.525,3464.86
2.575,4211.5

